transaction_id,timestamp,transaction_date,amount,merchant_category,transaction_type,city,country,channel,device_type,is_international,failed_attempts,is_fraud
TXN100091,2026-01-09 07:46:58,2026-01-09,1622.63,Grocery,Mobile Wallet,Lucknow,India,Mobile,Windows,0,2,0
TXN100092,2026-03-29 15:03:39,2026-03-29,585.18,Utilities,ATM,Hyderabad,India,ATM,Android,0,0,0
TXN100093,2026-05-09 12:46:31,2026-05-09,2965.93,Food & Dining,Mobile Wallet,Kolkata,India,Mobile,Android,0,0,0
TXN100094,2026-05-16 20:26:56,2026-05-16,1472.7,Travel,Bank Transfer,Delhi,India,Digital,Windows,0,0,0
TXN100095,2026-03-04 02:38:06,2026-03-04,1312.28,Grocery,POS,Delhi,India,In-Store,iOS,0,1,0
TXN100096,2026-05-19 10:47:42,2026-05-19,1162.63,Electronics,ATM,Mumbai,India,ATM,Windows,0,0,0
TXN100097,2026-03-22 16:21:10,2026-03-22,1079.14,Online Services,Online,Chennai,India,Digital,Android,0,0,0
TXN100098,2026-05-16 12:10:56,2026-05-16,397.18,Healthcare,POS,Pune,India,In-Store,Android,0,0,0
TXN100099,2026-06-12 23:54:15,2026-06-12,1385.79,Travel,Online,Pune,India,Digital,Windows,0,0,0
TXN100100,2026-06-12 08:42:59,2026-06-12,5118.35,Grocery,Bank Transfer,Delhi,India,Digital,Android,0,1,0
TXN100101,2026-02-02 17:58:49,2026-02-02,1907.33,Healthcare,POS,Kolkata,India,In-Store,iOS,0,0,0
TXN100102,2026-05-03 07:52:58,2026-05-03,1557.39,Food & Dining,POS,Pune,India,In-Store,iOS,0,1,0
TXN100103,2026-01-05 15:05:53,2026-01-05,321.19,Fashion,Online,Ahmedabad,India,Digital,iOS,0,1,0
TXN100104,2026-02-10 13:53:16,2026-02-10,2614.71,Fashion,Mobile Wallet,Pune,India,Mobile,Android,0,1,0
TXN100105,2026-01-28 03:53:51,2026-01-28,2083.91,Electronics,Online,Jaipur,India,Digital,Windows,0,1,0
TXN100106,2026-05-15 22:14:32,2026-05-15,2790.41,Entertainment,Online,Lucknow,India,Digital,Android,0,0,0
TXN100107,2026-03-13 18:19:42,2026-03-13,532.14,Jewelry,Online,Delhi,India,Digital,Android,0,0,0
TXN100108,2026-01-12 10:11:23,2026-01-12,796.4,Electronics,Mobile Wallet,Kolkata,India,Mobile,Android,0,0,0
TXN100109,2026-06-11 04:53:38,2026-06-11,334.08,Entertainment,Mobile Wallet,Chennai,India,Mobile,MacOS,0,0,0
TXN100110,2026-02-02 01:49:47,2026-02-02,312.3,Fashion,ATM,Mumbai,India,ATM,iOS,1,1,0
TXN100111,2026-02-17 17:26:30,2026-02-17,691.23,Fashion,Mobile Wallet,Bengaluru,India,Mobile,iOS,0,0,0
TXN100112,2026-05-31 08:44:40,2026-05-31,1594.34,Travel,Online,Hyderabad,India,Digital,Windows,0,0,0
TXN100113,2026-03-03 05:42:07,2026-03-03,785.93,Utilities,Mobile Wallet,Delhi,India,Mobile,Windows,0,1,0
TXN100114,2026-02-06 06:32:49,2026-02-06,642.06,Food & Dining,Online,Kolkata,India,Digital,Android,1,1,0
TXN100115,2026-04-09 03:05:51,2026-04-09,1438.78,Food & Dining,Online,Mumbai,India,Digital,Android,0,0,0
TXN100116,2026-06-21 19:44:54,2026-06-21,81.96,Travel,Online,Bengaluru,India,Digital,MacOS,1,0,0
TXN100117,2026-04-14 16:26:14,2026-04-14,710.57,Electronics,ATM,Jaipur,India,ATM,iOS,0,0,0
TXN100118,2026-02-04 12:25:39,2026-02-04,1437.47,Grocery,Bank Transfer,Delhi,India,Digital,iOS,1,0,0
TXN100119,2026-04-11 09:09:14,2026-04-11,794.14,Healthcare,POS,Chennai,India,In-Store,MacOS,0,0,0
TXN100120,2026-06-24 09:48:23,2026-06-24,3100.64,Electronics,Mobile Wallet,Hyderabad,India,Mobile,Android,0,0,0
TXN100121,2026-05-11 09:38:20,2026-05-11,646.11,Healthcare,POS,Bengaluru,India,In-Store,Windows,0,0,0
TXN100122,2026-01-01 18:46:08,2026-01-01,682.85,Fashion,Online,Chennai,India,Digital,,0,1,0
TXN100123,2026-01-05 18:33:08,2026-01-05,498.28,Fashion,POS,Pune,India,In-Store,iOS,0,0,0
TXN100124,2026-05-22 19:44:05,2026-05-22,598.15,Food & Dining,Bank Transfer,Mumbai,India,Digital,iOS,0,0,0
TXN100125,2026-04-13 10:30:42,2026-04-13,1368.69,Fashion,Mobile Wallet,Delhi,India,Mobile,Android,0,0,0
TXN100126,2026-01-27 03:51:40,2026-01-27,2093.27,Grocery,POS,Mumbai,India,In-Store,Windows,1,0,0
TXN100127,2026-05-17 22:14:19,2026-05-17,6148.32,Travel,ATM,Bengaluru,India,ATM,MacOS,0,0,0
TXN100128,2026-01-15 00:31:21,2026-01-15,1740.51,Entertainment,Online,Ahmedabad,India,Digital,iOS,0,2,0
TXN100129,2026-03-31 09:10:37,2026-03-31,427.4,Entertainment,ATM,Ahmedabad,India,ATM,iOS,0,0,0
TXN100130,2026-02-11 00:27:10,2026-02-11,2961.11,Travel,Mobile Wallet,Hyderabad,India,Mobile,Android,0,0,0
TXN100131,2026-05-04 05:46:29,2026-05-04,1619.24,Food & Dining,Online,Pune,India,Digital,Windows,0,1,0
TXN100132,2026-06-28 23:11:34,2026-06-28,1122.1,Electronics,Mobile Wallet,Jaipur,India,Mobile,Windows,0,1,0
TXN100133,2026-03-04 12:49:11,2026-03-04,2575.62,Electronics,POS,Kolkata,India,In-Store,Windows,0,0,0
TXN100134,2026-04-06 13:35:20,2026-04-06,7290.76,Grocery,Online,Delhi,India,Digital,Windows,0,0,0
TXN100135,2026-02-21 18:40:31,2026-02-21,942.76,Online Services,Mobile Wallet,Delhi,India,Mobile,Android,1,0,0
TXN100136,2026-04-06 22:19:17,2026-04-06,563.19,Electronics,POS,Bengaluru,India,In-Store,Android,0,1,0
TXN100137,2026-05-12 00:54:22,2026-05-12,3171.45,Electronics,POS,Ahmedabad,India,In-Store,Android,0,0,0
TXN100138,2026-05-31 18:36:21,2026-05-31,9182.45,Travel,Online,Lucknow,India,Digital,iOS,0,0,0
TXN100139,2026-05-23 22:46:12,2026-05-23,1231.4,Grocery,Online,Jaipur,India,Digital,Android,0,1,0
TXN100140,2026-06-20 20:58:05,2026-06-20,1124.09,Entertainment,Mobile Wallet,Bengaluru,India,Mobile,Android,0,0,0
TXN100141,2026-01-29 15:12:02,2026-01-29,1258.52,Grocery,ATM,Jaipur,India,ATM,Android,0,0,0
TXN100142,2026-02-05 14:06:58,2026-02-05,1570.99,Electronics,Mobile Wallet,Lucknow,India,Mobile,Android,0,1,0
TXN100143,2026-01-13 08:18:52,2026-01-13,355.39,Entertainment,Online,Ahmedabad,India,Digital,Android,0,1,0
TXN100144,2026-06-09 01:55:01,2026-06-09,1400.69,Fashion,Online,Chennai,India,Digital,MacOS,0,2,0
TXN100145,2026-03-12 02:23:17,2026-03-12,1364.8,Healthcare,Online,Lucknow,India,Digital,Windows,0,0,1
TXN100146,2026-03-27 17:45:09,2026-03-27,1303.42,Food & Dining,POS,Bengaluru,India,In-Store,Android,0,0,0
TXN100147,2026-01-28 20:06:31,2026-01-28,1253.39,Travel,Mobile Wallet,Kolkata,India,Mobile,iOS,0,0,0
TXN100148,2026-03-07 23:23:34,2026-03-07,1184.44,Entertainment,Bank Transfer,Jaipur,India,Digital,iOS,0,0,0
TXN100149,2026-06-19 02:17:43,2026-06-19,204.17,Grocery,POS,Pune,India,In-Store,MacOS,0,0,0
TXN100150,2026-02-14 17:34:53,2026-02-14,615.95,Food & Dining,Mobile Wallet,Bengaluru,India,Mobile,Android,0,0,1
TXN100151,2026-03-03 07:10:05,2026-03-03,2174.79,Fashion,Bank Transfer,Chennai,India,Digital,Android,0,0,0
TXN100152,2026-05-14 03:17:54,2026-05-14,2623.75,Travel,Online,Kolkata,India,Digital,iOS,0,0,0
TXN100153,2026-01-28 03:54:39,2026-01-28,781.89,Entertainment,Bank Transfer,Ahmedabad,India,Digital,Windows,0,1,0
TXN100154,2026-01-28 13:50:50,2026-01-28,510.19,Online Services,POS,Hyderabad,India,In-Store,Android,0,1,0
TXN100155,2026-04-18 20:12:59,2026-04-18,1946.08,Jewelry,Online,Delhi,India,Digital,Android,0,0,0
TXN100156,2026-02-13 02:30:18,2026-02-13,1364.12,Entertainment,Online,Lucknow,India,Digital,Android,0,0,0
TXN100157,2026-03-25 13:45:00,2026-03-25,994.6,Fashion,POS,Delhi,India,In-Store,iOS,0,0,0
TXN100158,2026-01-30 03:21:40,2026-01-30,2185.24,Electronics,POS,Bengaluru,India,In-Store,Android,0,0,0
TXN100159,2026-03-16 15:50:21,2026-03-16,427.1,Travel,Online,Ahmedabad,India,Digital,Windows,0,0,0
TXN100160,2026-05-08 05:30:00,2026-05-08,2776.0,Food & Dining,Online,Mumbai,India,Digital,MacOS,0,0,0
TXN100161,2026-04-02 17:36:40,2026-04-02,329.76,Fashion,Bank Transfer,Kolkata,India,Digital,Android,0,0,0
TXN100162,2026-05-09 08:10:37,2026-05-09,566.69,Online Services,Mobile Wallet,Pune,India,Mobile,Windows,0,0,0
TXN100163,2026-05-01 21:15:37,2026-05-01,476.89,Fashion,Bank Transfer,Delhi,India,Digital,Android,1,0,0
TXN100164,2026-01-27 12:57:55,2026-01-27,688.17,Fashion,Online,Jaipur,India,Digital,iOS,0,0,0
TXN100165,2026-05-01 05:32:22,2026-05-01,1400.89,Fashion,Online,Chennai,India,Digital,Windows,0,0,0
TXN100166,2026-04-26 05:47:42,2026-04-26,1886.99,Online Services,Online,Delhi,India,Digital,Android,0,0,0
TXN100167,2026-01-03 03:14:29,2026-01-03,1027.38,Entertainment,Online,Bengaluru,India,Digital,Android,0,2,0
TXN100168,2026-04-13 14:56:12,2026-04-13,394.61,Entertainment,POS,Kolkata,India,In-Store,Android,0,0,0
TXN100169,2026-06-04 04:25:16,2026-06-04,221.32,Fashion,ATM,Kolkata,India,ATM,iOS,0,0,0
TXN100170,2026-05-17 03:01:18,2026-05-17,2158.35,Utilities,Bank Transfer,Lucknow,India,Digital,Windows,0,0,0
TXN100171,2026-03-03 00:49:45,2026-03-03,1954.85,Grocery,Bank Transfer,Mumbai,India,Digital,Windows,0,1,0
TXN100172,2026-06-14 20:27:28,2026-06-14,2582.98,Online Services,Online,Lucknow,India,Digital,Android,0,0,0
TXN100173,2026-02-20 11:27:15,2026-02-20,986.38,Food & Dining,POS,Hyderabad,India,In-Store,iOS,0,0,0
TXN100174,2026-06-21 05:15:31,2026-06-21,1871.55,Fashion,Bank Transfer,Pune,India,Digital,Windows,0,1,0
TXN100175,2026-06-01 00:05:36,2026-06-01,657.45,Food & Dining,POS,Ahmedabad,India,In-Store,iOS,0,0,0
TXN100176,2026-02-28 11:55:33,2026-02-28,1610.78,Entertainment,Online,Bengaluru,India,Digital,Android,1,0,0
TXN100177,2026-04-28 23:34:59,2026-04-28,747.14,Grocery,POS,Bengaluru,India,In-Store,Windows,1,0,0
TXN100178,2026-06-09 12:38:56,2026-06-09,1375.72,Online Services,Online,Ahmedabad,India,Digital,MacOS,0,0,0
TXN100179,2026-04-06 19:18:24,2026-04-06,1320.28,Fashion,Online,Ahmedabad,India,Digital,Android,0,0,1
TXN100180,2026-06-29 14:12:28,2026-06-29,1266.25,Fashion,Mobile Wallet,Ahmedabad,India,Mobile,Android,0,0,0
TXN100181,2026-04-23 04:31:19,2026-04-23,2273.99,Electronics,Mobile Wallet,Mumbai,India,Mobile,iOS,0,0,0
TXN100182,2026-03-03 19:04:25,2026-03-03,392.43,Fashion,Online,Ahmedabad,India,Digital,MacOS,0,0,0
TXN100183,2026-02-21 19:49:46,2026-02-21,2302.36,Food & Dining,Online,Ahmedabad,India,Digital,Windows,0,0,0
TXN100184,2026-01-12 23:55:24,2026-01-12,1216.72,Fashion,Bank Transfer,Delhi,India,Digital,Windows,0,0,0
TXN100185,2026-02-08 21:31:25,2026-02-08,2576.96,Healthcare,Online,Jaipur,India,Digital,Android,0,0,0
TXN100186,2026-05-10 20:34:15,2026-05-10,2555.77,Fashion,POS,Kolkata,India,In-Store,MacOS,0,0,0
TXN100187,2026-05-11 21:27:53,2026-05-11,156.52,Jewelry,Online,Ahmedabad,India,Digital,iOS,0,0,0
TXN100188,2026-04-23 18:31:10,2026-04-23,2537.43,Entertainment,Online,Delhi,India,Digital,MacOS,0,0,0
TXN100189,2026-04-11 21:14:34,2026-04-11,2629.25,Utilities,Bank Transfer,Hyderabad,India,Digital,iOS,0,0,0
TXN100190,2026-04-23 15:00:28,2026-04-23,400.75,Grocery,Bank Transfer,Kolkata,India,Digital,Windows,0,0,0
TXN100191,2026-03-22 19:45:28,2026-03-22,314.35,Fashion,Online,Pune,India,Digital,Android,0,0,0
TXN100192,2026-04-23 05:01:48,2026-04-23,2038.11,Fashion,POS,Kolkata,India,In-Store,Windows,0,0,0
TXN100193,2026-01-02 14:34:55,2026-01-02,1200.97,Food & Dining,Online,Mumbai,India,Digital,Android,0,1,0
TXN100194,2026-05-10 23:00:06,2026-05-10,1482.01,Online Services,Online,Ahmedabad,India,Digital,Android,0,0,0
TXN100195,2026-02-23 21:15:33,2026-02-23,3466.94,Grocery,Mobile Wallet,Kolkata,India,Mobile,iOS,0,0,0
TXN100196,2026-03-28 15:47:10,2026-03-28,1396.93,Grocery,ATM,Hyderabad,India,ATM,iOS,0,0,0
TXN100197,2026-05-09 20:44:00,2026-05-09,206.7,Online Services,POS,Mumbai,India,In-Store,iOS,0,1,0
TXN100198,2026-05-27 14:35:09,2026-05-27,485.87,Electronics,Bank Transfer,Ahmedabad,India,Digital,Android,0,0,0
TXN100199,2026-05-06 18:26:46,2026-05-06,2524.68,Entertainment,Mobile Wallet,Lucknow,India,Mobile,Android,0,0,0
TXN100200,2026-05-10 10:58:39,2026-05-10,1128.49,Food & Dining,Bank Transfer,Kolkata,India,Digital,Android,0,0,0
TXN100201,2026-02-22 13:47:29,2026-02-22,616.6,Online Services,Online,Ahmedabad,India,Digital,Android,0,0,0
TXN100202,2026-06-21 09:35:24,2026-06-21,1574.96,Grocery,Online,Lucknow,India,Digital,iOS,0,0,1
TXN100203,2026-06-09 09:24:45,2026-06-09,674.41,Grocery,ATM,Mumbai,India,ATM,iOS,0,0,0
TXN100204,2026-06-09 12:19:29,2026-06-09,404.37,Food & Dining,POS,Chennai,India,In-Store,MacOS,0,0,0
TXN100205,2026-03-09 08:31:16,2026-03-09,2473.45,Jewelry,Mobile Wallet,Jaipur,India,Mobile,Android,0,0,0
TXN100206,2026-05-03 17:48:13,2026-05-03,2790.64,Fashion,ATM,Chennai,India,ATM,Android,0,0,0
TXN100207,2026-05-25 13:16:04,2026-05-25,1611.48,Travel,Mobile Wallet,Lucknow,India,Mobile,iOS,0,0,0
TXN100208,2026-02-07 14:06:39,2026-02-07,321.28,Entertainment,Online,Bengaluru,India,Digital,Windows,0,0,0
TXN100209,2026-01-24 22:03:34,2026-01-24,4818.13,Jewelry,Mobile Wallet,Jaipur,India,Mobile,Android,1,0,0
TXN100210,2026-03-10 20:05:07,2026-03-10,4688.32,Online Services,POS,Jaipur,India,In-Store,MacOS,0,2,0
TXN100211,2026-04-26 22:47:42,2026-04-26,3036.43,Jewelry,Mobile Wallet,Hyderabad,India,Mobile,iOS,1,0,0
TXN100212,2026-04-08 08:52:03,2026-04-08,1398.29,Grocery,Online,Hyderabad,India,Digital,Windows,0,0,0
TXN100213,2026-05-19 21:46:28,2026-05-19,1179.52,Grocery,POS,Ahmedabad,India,In-Store,MacOS,0,0,0
TXN100214,2026-05-24 13:12:54,2026-05-24,1555.93,Entertainment,Bank Transfer,Kolkata,India,Digital,Android,0,0,0
TXN100215,2026-04-07 12:03:11,2026-04-07,439.98,Utilities,POS,Chennai,India,In-Store,iOS,0,0,0
TXN100216,2026-05-04 14:54:24,2026-05-04,709.11,Travel,POS,Pune,India,In-Store,MacOS,1,0,0
TXN100217,2026-03-11 18:43:04,2026-03-11,686.08,Electronics,Mobile Wallet,Bengaluru,India,Mobile,Windows,1,0,0
TXN100218,2026-04-03 08:37:07,2026-04-03,1782.43,Utilities,POS,Pune,India,In-Store,iOS,0,0,0
TXN100219,2026-01-03 09:51:04,2026-01-03,1336.29,Grocery,ATM,Ahmedabad,India,ATM,MacOS,1,0,1
