transaction_id,timestamp,transaction_date,amount,merchant_category,transaction_type,city,country,channel,device_type,is_international,failed_attempts,is_fraud,hour,day_of_week,month,is_night,anomaly_flag,anomaly_score
TXN100098,2026-05-16 12:10:56,2026-05-16,397.18,Healthcare,POS,Pune,India,In-Store,Android,0,0,0,12,Saturday,2026-05,0,0,-0.20688261227658317
TXN100099,2026-06-12 23:54:15,2026-06-12,1385.79,Travel,Online,Pune,India,Digital,Windows,0,0,0,23,Friday,2026-06,1,0,-0.21137083983461924
TXN100100,2026-06-12 08:42:59,2026-06-12,5118.35,Grocery,Bank Transfer,Delhi,India,Digital,Android,0,1,0,8,Friday,2026-06,0,0,-0.07265608572735771
TXN100101,2026-02-02 17:58:49,2026-02-02,1907.33,Healthcare,POS,Kolkata,India,In-Store,iOS,0,0,0,17,Monday,2026-02,0,0,-0.2516973274644301
TXN100102,2026-05-03 07:52:58,2026-05-03,1557.39,Food & Dining,POS,Pune,India,In-Store,iOS,0,1,0,7,Sunday,2026-05,0,0,-0.17810461048126996
TXN100103,2026-01-05 15:05:53,2026-01-05,321.19,Fashion,Online,Ahmedabad,India,Digital,iOS,0,1,0,15,Monday,2026-01,0,0,-0.10308829682030063
TXN100104,2026-02-10 13:53:16,2026-02-10,2614.71,Fashion,Mobile Wallet,Pune,India,Mobile,Android,0,1,0,13,Tuesday,2026-02,0,0,-0.14725003296343697
TXN100105,2026-01-28 03:53:51,2026-01-28,2083.91,Electronics,Online,Jaipur,India,Digital,Windows,0,1,0,3,Wednesday,2026-01,1,0,-0.10416604239673855
TXN100106,2026-05-15 22:14:32,2026-05-15,2790.41,Entertainment,Online,Lucknow,India,Digital,Android,0,0,0,22,Friday,2026-05,0,0,-0.22426679663573335
TXN100107,2026-03-13 18:19:42,2026-03-13,532.14,Jewelry,Online,Delhi,India,Digital,Android,0,0,0,18,Friday,2026-03,0,0,-0.234556280226437
TXN100108,2026-01-12 10:11:23,2026-01-12,796.4,Electronics,Mobile Wallet,Kolkata,India,Mobile,Android,0,0,0,10,Monday,2026-01,0,0,-0.25536963509607774
TXN100109,2026-06-11 04:53:38,2026-06-11,334.08,Entertainment,Mobile Wallet,Chennai,India,Mobile,MacOS,0,0,0,4,Thursday,2026-06,1,0,-0.13094462527648498
TXN100110,2026-02-02 01:49:47,2026-02-02,312.3,Fashion,ATM,Mumbai,India,ATM,iOS,1,1,0,1,Monday,2026-02,1,1,0.0763638012776382
TXN100111,2026-02-17 17:26:30,2026-02-17,691.23,Fashion,Mobile Wallet,Bengaluru,India,Mobile,iOS,0,0,0,17,Tuesday,2026-02,0,0,-0.24623974853686353
TXN100112,2026-05-31 08:44:40,2026-05-31,1594.34,Travel,Online,Hyderabad,India,Digital,Windows,0,0,0,8,Sunday,2026-05,0,0,-0.2531517273439334
TXN100113,2026-03-03 05:42:07,2026-03-03,785.93,Utilities,Mobile Wallet,Delhi,India,Mobile,Windows,0,1,0,5,Tuesday,2026-03,1,0,-0.10356630329840988
TXN100114,2026-02-06 06:32:49,2026-02-06,642.06,Food & Dining,Online,Kolkata,India,Digital,Android,1,1,0,6,Friday,2026-02,0,1,0.03201198046842835
TXN100115,2026-04-09 03:05:51,2026-04-09,1438.78,Food & Dining,Online,Mumbai,India,Digital,Android,0,0,0,3,Thursday,2026-04,1,0,-0.20917100090235397
TXN100116,2026-06-21 19:44:54,2026-06-21,81.96,Travel,Online,Bengaluru,India,Digital,MacOS,1,0,0,19,Sunday,2026-06,0,1,0.04472296199423975
TXN100117,2026-04-14 16:26:14,2026-04-14,710.57,Electronics,ATM,Jaipur,India,ATM,iOS,0,0,0,16,Tuesday,2026-04,0,0,-0.24692043247172835
TXN100118,2026-02-04 12:25:39,2026-02-04,1437.47,Grocery,Bank Transfer,Delhi,India,Digital,iOS,1,0,0,12,Wednesday,2026-02,0,0,-0.05559752387389527
TXN100119,2026-04-11 09:09:14,2026-04-11,794.14,Healthcare,POS,Chennai,India,In-Store,MacOS,0,0,0,9,Saturday,2026-04,0,0,-0.2556154025248542
TXN100120,2026-06-24 09:48:23,2026-06-24,3100.64,Electronics,Mobile Wallet,Hyderabad,India,Mobile,Android,0,0,0,9,Wednesday,2026-06,0,0,-0.2125490365203857
TXN100121,2026-05-11 09:38:20,2026-05-11,646.11,Healthcare,POS,Bengaluru,India,In-Store,Windows,0,0,0,9,Monday,2026-05,0,0,-0.2449878211169883
TXN100122,2026-01-01 18:46:08,2026-01-01,682.85,Fashion,Online,Chennai,India,Digital,Unknown,0,1,0,18,Thursday,2026-01,0,0,-0.18228008707655613
TXN100123,2026-01-05 18:33:08,2026-01-05,498.28,Fashion,POS,Pune,India,In-Store,iOS,0,0,0,18,Monday,2026-01,0,0,-0.23377839582894894
TXN100124,2026-05-22 19:44:05,2026-05-22,598.15,Food & Dining,Bank Transfer,Mumbai,India,Digital,iOS,0,0,0,19,Friday,2026-05,0,0,-0.24275319802328882
TXN100125,2026-04-13 10:30:42,2026-04-13,1368.69,Fashion,Mobile Wallet,Delhi,India,Mobile,Android,0,0,0,10,Monday,2026-04,0,0,-0.2567004139589866
TXN100126,2026-01-27 03:51:40,2026-01-27,2093.27,Grocery,POS,Mumbai,India,In-Store,Windows,1,0,0,3,Tuesday,2026-01,1,1,0.02278354998544574
TXN100127,2026-05-17 22:14:19,2026-05-17,6148.32,Travel,ATM,Bengaluru,India,ATM,MacOS,0,0,0,22,Sunday,2026-05,0,0,-0.09832324934605274
TXN100128,2026-01-15 00:31:21,2026-01-15,1740.51,Entertainment,Online,Ahmedabad,India,Digital,iOS,0,2,0,0,Thursday,2026-01,1,1,0.03174843909304037
TXN100129,2026-03-31 09:10:37,2026-03-31,427.4,Entertainment,ATM,Ahmedabad,India,ATM,iOS,0,0,0,9,Tuesday,2026-03,0,0,-0.2188534900143641
TXN100130,2026-02-11 00:27:10,2026-02-11,2961.11,Travel,Mobile Wallet,Hyderabad,India,Mobile,Android,0,0,0,0,Wednesday,2026-02,1,0,-0.16022896907822343
TXN100131,2026-05-04 05:46:29,2026-05-04,1619.24,Food & Dining,Online,Pune,India,Digital,Windows,0,1,0,5,Monday,2026-05,1,0,-0.1145205611474226
TXN100132,2026-06-28 23:11:34,2026-06-28,1122.1,Electronics,Mobile Wallet,Jaipur,India,Mobile,Windows,0,1,0,23,Sunday,2026-06,1,0,-0.11630268047705261
TXN100133,2026-03-04 12:49:11,2026-03-04,2575.62,Electronics,POS,Kolkata,India,In-Store,Windows,0,0,0,12,Wednesday,2026-03,0,0,-0.2307923191479963
TXN100134,2026-04-06 13:35:20,2026-04-06,7290.76,Grocery,Online,Delhi,India,Digital,Windows,0,0,0,13,Monday,2026-04,0,0,-0.06934074216372521
TXN100135,2026-02-21 18:40:31,2026-02-21,942.76,Online Services,Mobile Wallet,Delhi,India,Mobile,Android,1,0,0,18,Saturday,2026-02,0,0,-0.05645354432713412
TXN100136,2026-04-06 22:19:17,2026-04-06,563.19,Electronics,POS,Bengaluru,India,In-Store,Android,0,1,0,22,Monday,2026-04,0,0,-0.1680751220039829
TXN100137,2026-05-12 00:54:22,2026-05-12,3171.45,Electronics,POS,Ahmedabad,India,In-Store,Android,0,0,0,0,Tuesday,2026-05,1,0,-0.15223339118337187
TXN100138,2026-05-31 18:36:21,2026-05-31,9182.45,Travel,Online,Lucknow,India,Digital,iOS,0,0,0,18,Sunday,2026-05,0,0,-0.037990723642568835
TXN100139,2026-05-23 22:46:12,2026-05-23,1231.4,Grocery,Online,Jaipur,India,Digital,Android,0,1,0,22,Saturday,2026-05,0,0,-0.18532074582465935
TXN100140,2026-06-20 20:58:05,2026-06-20,1124.09,Entertainment,Mobile Wallet,Bengaluru,India,Mobile,Android,0,0,0,20,Saturday,2026-06,0,0,-0.26116076042459013
TXN100141,2026-01-29 15:12:02,2026-01-29,1258.52,Grocery,ATM,Jaipur,India,ATM,Android,0,0,0,15,Thursday,2026-01,0,0,-0.260629810048945
TXN100142,2026-02-05 14:06:58,2026-02-05,1570.99,Electronics,Mobile Wallet,Lucknow,India,Mobile,Android,0,1,0,14,Thursday,2026-02,0,0,-0.17837884902632684
TXN100143,2026-01-13 08:18:52,2026-01-13,355.39,Entertainment,Online,Ahmedabad,India,Digital,Android,0,1,0,8,Tuesday,2026-01,0,0,-0.11296828008271043
TXN100144,2026-06-09 01:55:01,2026-06-09,1400.69,Fashion,Online,Chennai,India,Digital,MacOS,0,2,0,1,Tuesday,2026-06,1,1,0.028498698082388918
TXN100145,2026-03-12 02:23:17,2026-03-12,1364.8,Healthcare,Online,Lucknow,India,Digital,Windows,0,0,1,2,Thursday,2026-03,1,0,-0.21167567522685438
TXN100146,2026-03-27 17:45:09,2026-03-27,1303.42,Food & Dining,POS,Bengaluru,India,In-Store,Android,0,0,0,17,Friday,2026-03,0,0,-0.2593949301861309
TXN100147,2026-01-28 20:06:31,2026-01-28,1253.39,Travel,Mobile Wallet,Kolkata,India,Mobile,iOS,0,0,0,20,Wednesday,2026-01,0,0,-0.2601290640520823
TXN100148,2026-03-07 23:23:34,2026-03-07,1184.44,Entertainment,Bank Transfer,Jaipur,India,Digital,iOS,0,0,0,23,Saturday,2026-03,1,0,-0.21795549765079408
TXN100149,2026-06-19 02:17:43,2026-06-19,204.17,Grocery,POS,Pune,India,In-Store,MacOS,0,0,0,2,Friday,2026-06,1,0,-0.04703883467075565
TXN100150,2026-02-14 17:34:53,2026-02-14,615.95,Food & Dining,Mobile Wallet,Bengaluru,India,Mobile,Android,0,0,1,17,Saturday,2026-02,0,0,-0.24746144888531652
TXN100151,2026-03-03 07:10:05,2026-03-03,2174.79,Fashion,Bank Transfer,Chennai,India,Digital,Android,0,0,0,7,Tuesday,2026-03,0,0,-0.2440727192812791
TXN100152,2026-05-14 03:17:54,2026-05-14,2623.75,Travel,Online,Kolkata,India,Digital,iOS,0,0,0,3,Thursday,2026-05,1,0,-0.17916709880915366
TXN100153,2026-01-28 03:54:39,2026-01-28,781.89,Entertainment,Bank Transfer,Ahmedabad,India,Digital,Windows,0,1,0,3,Wednesday,2026-01,1,0,-0.10371222187104734
TXN100154,2026-01-28 13:50:50,2026-01-28,510.19,Online Services,POS,Hyderabad,India,In-Store,Android,0,1,0,13,Wednesday,2026-01,0,0,-0.15576559796524891
